"Birdlife_Name","Birdlife_common.name","Jetz_Name","Jetz_order","Jetz_family","Body_mass","Beak"
"Ochthoeca cinnamomeiventris","Slaty-backed Chat-tyrant","Ochthoeca_cinnamomeiventris","Passeriformes","Tyrannidae",12,13.2518132883748
"Ochthoeca fumicolor","Brown-backed Chat-tyrant","Ochthoeca_fumicolor","Passeriformes","Tyrannidae",16.6,12.576917320786
"Ochthoeca leucophrys","White-browed Chat-tyrant","Ochthoeca_leucophrys","Passeriformes","Tyrannidae",13.1,12.1700344627651
"Ochthoeca nigrita","Blackish Chat-tyrant","Ochthoeca_nigrita","Passeriformes","Tyrannidae",11.9,13.0098201242276
"Ochthoeca oenanthoides","D'Orbigny's Chat-tyrant","Ochthoeca_oenanthoides","Passeriformes","Tyrannidae",17.7,12.1498409901466
"Ochthoeca piurae","Piura Chat-tyrant","Ochthoeca_piurae","Passeriformes","Tyrannidae",12.56,13.5131331697106
"Ochthoeca rufipectoralis","Rufous-breasted Chat-tyrant","Ochthoeca_rufipectoralis","Passeriformes","Tyrannidae",9.98,11.6968574823812
"Ochthoeca salvini","Tumbes Tyrant","Tumbezia_salvini","Passeriformes","Tyrannidae",12.2,14.9135407918859
"Ochthoeca thoracica","Chestnut-belted Chat-tyrant","Ochthoeca_thoracica","Passeriformes","Tyrannidae",11.9,9.05576603609314
"Ochthornis littoralis","Drab Water-tyrant","Ochthornis_littoralis","Passeriformes","Tyrannidae",13.4,13.9640487610288
"Ocreatus underwoodii","Booted Racket-tail","Ocreatus_underwoodii","Apodiformes","Trochilidae",3,17.3480151220349
"Ocyceros birostris","Indian Grey Hornbill","Ocyceros_birostris","Bucerotiformes","Bucerotidae",375,96.7977042720019
"Ocyceros gingalensis","Sri Lanka Grey Hornbill","Ocyceros_gingalensis","Bucerotiformes","Bucerotidae",238,93.7503565846454
"Ocyceros griseus","Malabar Grey Hornbill","Ocyceros_griseus","Bucerotiformes","Bucerotidae",292,99.5991892284954
"Ocyphaps lophotes","Crested Pigeon","Ocyphaps_lophotes","Columbiformes","Columbidae",204,17.6965073728617
"Odontophorus atrifrons","Black-fronted Wood-quail","Odontophorus_atrifrons","Galliformes","Odontophoridae",304,18.8046803204995
"Odontophorus balliviani","Stripe-faced Wood-quail","Odontophorus_balliviani","Galliformes","Odontophoridae",317.43,20.3155459116912
"Odontophorus capueira","Spot-winged Wood-quail","Odontophorus_capueira","Galliformes","Odontophoridae",425.4,21.784788871238
"Odontophorus columbianus","Venezuelan Wood-quail","Odontophorus_columbianus","Galliformes","Odontophoridae",340,20.9754197117407
"Odontophorus dialeucos","Tacarcuna Wood-quail","Odontophorus_dialeucos","Galliformes","Odontophoridae",260,21.65265125609
"Odontophorus erythrops","Rufous-fronted Wood-quail","Odontophorus_erythrops","Galliformes","Odontophoridae",335,20.3391741131078
"Odontophorus gujanensis","Marbled Wood-quail","Odontophorus_gujanensis","Galliformes","Odontophoridae",314.06,19.7608353452081
"Odontophorus guttatus","Spotted Wood-quail","Odontophorus_guttatus","Galliformes","Odontophoridae",303.83,19.3276563195214
"Odontophorus hyperythrus","Chestnut Wood-quail","Odontophorus_hyperythrus","Galliformes","Odontophoridae",339.3,21.2759675540961
"Odontophorus leucolaemus","Black-breasted Wood-quail","Odontophorus_leucolaemus","Galliformes","Odontophoridae",295,18.2005078259092
"Odontophorus melanonotus","Dark-backed Wood-quail","Odontophorus_melanonotus","Galliformes","Odontophoridae",322,22.2634336929342
"Odontophorus melanotis","Black-eared Wood-quail","Odontophorus_melanotis","Galliformes","Odontophoridae",335,19.781194333965
"Odontophorus speciosus","Rufous-breasted Wood-quail","Odontophorus_speciosus","Galliformes","Odontophoridae",317,18.5303168145789
"Odontophorus stellatus","Starred Wood-quail","Odontophorus_stellatus","Galliformes","Odontophoridae",335.81,17.7375773905182
"Odontophorus strophium","Gorgeted Wood-quail","Odontophorus_strophium","Galliformes","Odontophoridae",302,21.4212040239386
"Odontorchilus branickii","Grey-mantled Wren","Odontorchilus_branickii","Passeriformes","Troglodytidae",9.6,13.8928663572149
"Odontorchilus cinereus","Tooth-billed Wren","Odontorchilus_cinereus","Passeriformes","Troglodytidae",11,16.0875596006401
"Odontospiza griseicapilla","Grey-headed Silverbill","Lonchura_griseicapilla","Passeriformes","Estrildidae",14.5,11.2889241662212
"Oedistoma iliolophus","Spectacled Longbill","Toxorhamphus_iliolophus","Passeriformes","Melanocharitidae",11,19.4918765007984
"Oedistoma pygmaeum","Pygmy Longbill","Oedistoma_pygmaeum","Passeriformes","Melanocharitidae",5.8,11.9132552045863
"Oena capensis","Namaqua Dove","Oena_capensis","Columbiformes","Columbidae",40.6,13.0232052393146
"Oenanthe albifrons","White-fronted Black-chat","Myrmecocichla_albifrons","Passeriformes","Muscicapidae",20.6,15.9064586803876
"Oenanthe albonigra","Hume's Wheatear","Oenanthe_albonigra","Passeriformes","Muscicapidae",25.2,20.2246536971743
"Oenanthe bottae","Buff-breasted Wheatear","Oenanthe_bottae","Passeriformes","Muscicapidae",19.9,20.897632459316
"Oenanthe chrysopygia","Red-tailed Wheatear","Oenanthe_chrysopygia","Passeriformes","Muscicapidae",22.7,18.2869949677716
"Oenanthe cypriaca","Cyprus Wheatear","Oenanthe_cypriaca","Passeriformes","Muscicapidae",16.61,15.2425637447741
"Oenanthe deserti","Desert Wheatear","Oenanthe_deserti","Passeriformes","Muscicapidae",19.84,18.6368129447318
"Oenanthe dubia","Sombre Rockchat","Cercomela_dubia","Passeriformes","Muscicapidae",17.19,16.4678607200738
"Oenanthe familiaris","Familiar Chat","Cercomela_familiaris","Passeriformes","Muscicapidae",19.45,17.3868918722363
"Oenanthe finschii","Finsch's Wheatear","Oenanthe_finschii","Passeriformes","Muscicapidae",27.38,18.8427855705158
"Oenanthe fusca","Brown Rockchat","Cercomela_fusca","Passeriformes","Muscicapidae",12.7,17.2830900941158
"Oenanthe hispanica","Black-eared Wheatear","Oenanthe_hispanica","Passeriformes","Muscicapidae",15.04,16.7995100363652
"Oenanthe isabellina","Isabelline Wheatear","Oenanthe_isabellina","Passeriformes","Muscicapidae",29.4,19.9282476416657
"Oenanthe leucopyga","White-crowned Wheatear","Oenanthe_leucopyga","Passeriformes","Muscicapidae",27.9,20.8858624505958
"Oenanthe leucura","Black Wheatear","Oenanthe_leucura","Passeriformes","Muscicapidae",41,22.0695727702657
"Oenanthe lugens","Mourning Wheatear","Oenanthe_lugens","Passeriformes","Muscicapidae",22.44,18.6234687150761
"Oenanthe melanura","Blackstart","Cercomela_melanura","Passeriformes","Muscicapidae",15.2,17.6331106223706
"Oenanthe moesta","Buff-rumped Wheatear","Oenanthe_moesta","Passeriformes","Muscicapidae",30.2,20.4691520917656
"Oenanthe monacha","Hooded Wheatear","Oenanthe_monacha","Passeriformes","Muscicapidae",21.55,21.7512847606243
"Oenanthe oenanthe","Northern Wheatear","Oenanthe_oenanthe","Passeriformes","Muscicapidae",25.39,17.6328497263618
"Oenanthe phillipsi","Somali Wheatear","Oenanthe_phillipsi","Passeriformes","Muscicapidae",24.59,14.9494586145731
"Oenanthe picata","Variable Wheatear","Oenanthe_picata","Passeriformes","Muscicapidae",21.59,17.2710331107024
"Oenanthe pileata","Capped Wheatear","Oenanthe_pileata","Passeriformes","Muscicapidae",26.8,20.8560616982146
"Oenanthe pleschanka","Pied Wheatear","Oenanthe_pleschanka","Passeriformes","Muscicapidae",19.36,16.5503839776541
"Oenanthe scotocerca","Brown-tailed Chat","Cercomela_scotocerca","Passeriformes","Muscicapidae",16,14.3757438012399
"Oenanthe xanthoprymna","Kurdish Wheatear","Oenanthe_xanthoprymna","Passeriformes","Muscicapidae",22.7,16.9369021519437
"Ognorhynchus icterotis","Yellow-eared Parrot","Ognorhynchus_icterotis","Psittaciformes","Psittacidae",285,40.9267176639754
"Oncostoma cinereigulare","Northern Bentbill","Oncostoma_cinereigulare","Passeriformes","Tyrannidae",6.4,11.9934897288142
"Oncostoma olivaceum","Southern Bentbill","Oncostoma_olivaceum","Passeriformes","Tyrannidae",6.6,14.2063071597368
"Oneillornis lunulatus","Lunulated Antbird","Gymnopithys_lunulatus","Passeriformes","Thamnophilidae",23.91,19.9365992070735
"Oneillornis salvini","White-throated Antbird","Gymnopithys_salvini","Passeriformes","Thamnophilidae",25.9,20.0324663895369
"Onychognathus albirostris","White-billed Starling","Onychognathus_albirostris","Passeriformes","Sturnidae",137.29,26.3139550547116
"Onychognathus blythii","Somali Starling","Onychognathus_blythii","Passeriformes","Sturnidae",100,30.8046736846101
"Onychognathus frater","Socotra Starling","Onychognathus_frater","Passeriformes","Sturnidae",100,32.240271478612
"Onychognathus fulgidus","Chestnut-winged Starling","Onychognathus_fulgidus","Passeriformes","Sturnidae",109.03,31.0658482289426
"Onychognathus morio","Red-winged Starling","Onychognathus_morio","Passeriformes","Sturnidae",132.9,34.5119542185217
"Onychognathus nabouroup","Pale-winged Starling","Onychognathus_nabouroup","Passeriformes","Sturnidae",102.43,27.8155548437724
"Onychognathus neumanni","Neumann's Starling","Onychognathus_neumanni","Passeriformes","Sturnidae",39.8,31.9747444190104
"Onychognathus salvadorii","Bristle-crowned Starling","Onychognathus_salvadorii","Passeriformes","Sturnidae",160,30.9653316413611
"Onychognathus tenuirostris","Slender-billed Starling","Onychognathus_tenuirostris","Passeriformes","Sturnidae",118,29.2433434792645
"Onychognathus tristramii","Tristram's Starling","Onychognathus_tristramii","Passeriformes","Sturnidae",122.73,31.6105008306988
"Onychognathus walleri","Waller's Starling","Onychognathus_walleri","Passeriformes","Sturnidae",93,25.0817778213185
"Onychoprion aleuticus","Aleutian Tern","Sterna_aleutica","Charadriiformes","Laridae",120,37.4702723429575
"Onychoprion anaethetus","Bridled Tern","Sterna_anaethetus","Charadriiformes","Laridae",119.42,45.1130077750647
"Onychoprion fuscatus","Sooty Tern","Sterna_fuscata","Charadriiformes","Laridae",185.72,47.4723903659527
"Onychoprion lunatus","Grey-backed Tern","Sterna_lunata","Charadriiformes","Laridae",146,45.5102719762716
"Onychorhynchus coronatus","Amazonian Royal Flycatcher","Onychorhynchus_coronatus","Passeriformes","Tyrannidae",14,22.3351110814473
"Onychorhynchus mexicanus","Northern Royal Flycatcher","Onychorhynchus_mexicanus","Passeriformes","Tyrannidae",16,22.0017981453706
"Onychorhynchus occidentalis","Pacific Royal Flycatcher","Onychorhynchus_occidentalis","Passeriformes","Tyrannidae",17,25.6307012941688
"Onychorhynchus swainsoni","Atlantic Royal Flycatcher","Onychorhynchus_swainsoni","Passeriformes","Tyrannidae",17,28.0749294860289
"Onychostruthus taczanowskii","White-rumped Snowfinch","Montifringilla_taczanowskii","Passeriformes","Passeridae",50,13.9809633431025
"Opisthocomus hoazin","Hoatzin","Opisthocomus_hoazin","Opisthocomiformes","Opisthocomidae",696,32.6285748307407
"Opisthoprora euryptera","Mountain Avocetbill","Opisthoprora_euryptera","Apodiformes","Trochilidae",5.76,16.6358995833434
"Oporornis agilis","Connecticut Warbler","Oporornis_agilis","Passeriformes","Parulidae",13.3,13.3470381037518
"Orchesticus abeillei","Brown Tanager","Orchesticus_abeillei","Passeriformes","Thraupidae",31.5,17.0587620025275
"Oreocharis arfaki","Tit Berrypecker","Oreocharis_arfaki","Passeriformes","Paramythiidae",19.7,11.4495401930436
"Oreocossypha isabellae","Mountain Robin-chat","Cossypha_isabellae","Passeriformes","Muscicapidae",24,16.0949794739373
"Oreoica gutturalis","Crested Bellbird","Oreoica_gutturalis","Passeriformes","Pachycephalidae",62.8,20.501581134651
"Oreolais pulcher","Black-collared Apalis","Oreolais_pulchra","Passeriformes","Cisticolidae",8.37,15.2552283437792
"Oreolais ruwenzorii","Ruwenzori Apalis","Oreolais_ruwenzorii","Passeriformes","Cisticolidae",9.9,14.1709451659881
"Oreomystis bairdi","Akikiki","Oreomystis_bairdi","Passeriformes","Fringillidae",14.24,16.2390239881352
"Oreonympha albolimbata","Western Mountaineer","Oreonympha_nobilis","Apodiformes","Trochilidae",7.7,27.5957123966943
"Oreophasis derbianus","Horned Guan","Oreophasis_derbianus","Galliformes","Cracidae",2071.54,42.7988765297923
"Oreophilais robertsi","Briar Warbler","Prinia_robertsi","Passeriformes","Cisticolidae",9.99,13.9807328823488
"Oreopholus ruficollis","Tawny-throated Dotterel","Oreopholus_ruficollis","Charadriiformes","Charadriidae",131,33.0530462499359
"Oreopsar bolivianus","Bolivian Blackbird","Oreopsar_bolivianus","Passeriformes","Icteridae",72.92,24.6948206234258
"Oreopsittacus arfaki","Plum-faced Lorikeet","Oreopsittacus_arfaki","Psittaciformes","Psittacidae",20.2,17.6142795561813
"Oreornis chrysogenys","Orange-cheeked Honeyeater","Oreornis_chrysogenys","Passeriformes","Meliphagidae",66,25.3814078404568
"Oreortyx pictus","Mountain Quail","Oreortyx_pictus","Galliformes","Odontophoridae",233,15.5266215403825
"Oreoscoptes montanus","Sage Thrasher","Oreoscoptes_montanus","Passeriformes","Mimidae",44.2,20.8952512610564
"Oreoscopus gutturalis","Fernwren","Oreoscopus_gutturalis","Passeriformes","Acanthizidae",20,18.1318200482056
"Oreostruthus fuliginosus","Mountain Firetail","Oreostruthus_fuliginosus","Passeriformes","Estrildidae",18.3,10.9272014950868
"Oreothlypis gutturalis","Flame-throated Warbler","Parula_gutturalis","Passeriformes","Parulidae",9.5,13.3824138097111
"Oreothlypis superciliosa","Crescent-chested Warbler","Parula_superciliosa","Passeriformes","Parulidae",9,13.9202830251791
"Oreothraupis arremonops","Tanager Finch","Oreothraupis_arremonops","Passeriformes","Thraupidae",73.72,19.2667686556
"Oreotrochilus adela","Wedge-tailed Hillstar","Oreotrochilus_adela","Apodiformes","Trochilidae",7.85,32.2513005006704
"Oreotrochilus chimborazo","Ecuadorian Hillstar","Oreotrochilus_chimborazo","Apodiformes","Trochilidae",8.2,23.8933202159312
"Oreotrochilus estella","Andean Hillstar","Oreotrochilus_estella","Apodiformes","Trochilidae",8.1,21.9520294304565
"Oreotrochilus leucopleurus","White-sided Hillstar","Oreotrochilus_leucopleurus","Apodiformes","Trochilidae",8.15,24.3833189064674
"Oreotrochilus melanogaster","Black-breasted Hillstar","Oreotrochilus_melanogaster","Apodiformes","Trochilidae",9.1,22.900250707835
"Origma solitaria","Rockwarbler","Origma_solitaria","Passeriformes","Acanthizidae",14.34,14.0181686569098
"Oriolia bernieri","Bernier's Vanga","Oriolia_bernieri","Passeriformes","Vangidae",52,27.851787197333
"Oriolus albiloris","White-lored Oriole","Oriolus_albiloris","Passeriformes","Oriolidae",70.91,21.1332212065347
"Oriolus auratus","African Golden Oriole","Oriolus_auratus","Passeriformes","Oriolidae",66.2,30.0433289669297
"Oriolus bouroensis","Buru Oriole","Oriolus_bouroensis","Passeriformes","Oriolidae",70.91,37.9970316057093
"Oriolus brachyrynchus","Western Black-headed Oriole","Oriolus_brachyrhynchus","Passeriformes","Oriolidae",49.02,24.2709282177461
"Oriolus chinensis","Black-naped Oriole","Oriolus_chinensis","Passeriformes","Oriolidae",82.6,38.2388239480352
"Oriolus chlorocephalus","Green-headed Oriole","Oriolus_chlorocephalus","Passeriformes","Oriolidae",70.91,26.3746420957875
"Oriolus consanguineus","Black-and-crimson Oriole","Oriolus_cruentus","Passeriformes","Oriolidae",64,NA
"Oriolus crassirostris","Sao Tome Oriole","Oriolus_crassirostris","Passeriformes","Oriolidae",50,26.780981423147
"Oriolus finschi","Wetar Oriole","Oriolus_melanotis","Passeriformes","Oriolidae",70.91,34.3498578913975
"Oriolus flavocinctus","Green Oriole","Oriolus_flavocinctus","Passeriformes","Oriolidae",109,35.2320080165509
"Oriolus forsteni","Seram Oriole","Oriolus_forsteni","Passeriformes","Oriolidae",109,36.2391885286197
"Oriolus hosii","Black Oriole","Oriolus_hosii","Passeriformes","Oriolidae",70.91,23.3379142686799
"Oriolus isabellae","Isabela Oriole","Oriolus_isabellae","Passeriformes","Oriolidae",46.1,27.0397840910126
"Oriolus kundoo","Indian Golden Oriole","Oriolus_oriolus","Passeriformes","Oriolidae",79,29.792164069321
"Oriolus larvatus","Eastern Black-headed Oriole","Oriolus_larvatus","Passeriformes","Oriolidae",66.1,29.4746405289676
"Oriolus mellianus","Silver Oriole","Oriolus_mellianus","Passeriformes","Oriolidae",93,28.4435241230764
"Oriolus monacha","Ethiopian Black-headed Oriole","Oriolus_monacha","Passeriformes","Oriolidae",70.91,24.1255082579013
"Oriolus nigripennis","Black-winged Oriole","Oriolus_nigripennis","Passeriformes","Oriolidae",56.7,25.6258076818381
"Oriolus percivali","Mountain Oriole","Oriolus_percivali","Passeriformes","Oriolidae",61,24.8418915998153
"Oriolus phaeochromus","Halmahera Oriole","Oriolus_phaeochromus","Passeriformes","Oriolidae",70.91,30.571411632793
"Oriolus sagittatus","Olive-backed Oriole","Oriolus_sagittatus","Passeriformes","Oriolidae",95.2,32.4849087472614
"Oriolus steerii","Philippine Oriole","Oriolus_steerii","Passeriformes","Oriolidae",70.91,26.4121351547074
"Oriolus szalayi","Brown Oriole","Oriolus_szalayi","Passeriformes","Oriolidae",95.2,34.5617866092362
"Oriolus tenuirostris","Slender-billed Oriole","Oriolus_tenuirostris","Passeriformes","Oriolidae",81.38,35.9272478011847
"Oriolus traillii","Maroon Oriole","Oriolus_traillii","Passeriformes","Oriolidae",73.66,31.5833098480683
"Oriolus xanthonotus","Dark-throated Oriole","Oriolus_xanthonotus","Passeriformes","Oriolidae",45,25.7596958960947
"Oriolus xanthornus","Black-hooded Oriole","Oriolus_xanthornus","Passeriformes","Oriolidae",56.3,29.4870749044548
"Oriturus superciliosus","Striped Sparrow","Oriturus_superciliosus","Passeriformes","Emberizidae",41.4,16.7099950904828
"Ornithion brunneicapillus","Brown-capped Tyrannulet","Ornithion_brunneicapillus","Passeriformes","Tyrannidae",7.1,9.16249345247634
"Ornithion inerme","White-lored Tyrannulet","Ornithion_inerme","Passeriformes","Tyrannidae",7,10.1864333171968
"Ornithion semiflavum","Yellow-bellied Tyrannulet","Ornithion_semiflavum","Passeriformes","Tyrannidae",6.6,8.79519422887824
"Ornorectes cristatus","Piping Bellbird","Pitohui_cristatus","Passeriformes","Pachycephalidae",79,25.748503877176
"Orochelidon andecola","Andean Swallow","Haplochelidon_andecola","Passeriformes","Hirundinidae",17,10.1061760769896
"Orochelidon flavipes","Pale-footed Swallow","Notiochelidon_flavipes","Passeriformes","Hirundinidae",9.8,7.36966037977487
"Orochelidon murina","Brown-bellied Swallow","Notiochelidon_murina","Passeriformes","Hirundinidae",11.7,10.0924817490863
"Ortalis araucuan","East Brazilian Chachalaca","Ortalis_guttata","Galliformes","Cracidae",547.72,26.2739567565732
"Ortalis canicollis","Chaco Chachalaca","Ortalis_canicollis","Galliformes","Cracidae",539,25.0594639856071
