"Birdlife_Name","Birdlife_common.name","Jetz_Name","Jetz_order","Jetz_family","Body_mass","Beak"
"Myzomela pulchella","New Ireland Myzomela","Myzomela_pulchella","Passeriformes","Meliphagidae",10,17.6501425237395
"Myzomela rubratra","Micronesian Myzomela","Myzomela_rubratra","Passeriformes","Meliphagidae",14,19.3870389430262
"Myzomela sanguinolenta","Scarlet Myzomela","Myzomela_sanguinolenta","Passeriformes","Meliphagidae",8.34,14.2016890216619
"Myzomela sclateri","Sclater's Myzomela","Myzomela_sclateri","Passeriformes","Meliphagidae",10.5,17.0700806043111
"Myzomela tristrami","Sooty Myzomela","Myzomela_tristrami","Passeriformes","Meliphagidae",13.3,20.1480169545189
"Myzomela vulnerata","Black-breasted Myzomela","Myzomela_vulnerata","Passeriformes","Meliphagidae",10.84,15.0072063845117
"Myzomela wakoloensis","Wakolo Myzomela","Myzomela_wakoloensis","Passeriformes","Meliphagidae",7.93,15.6179985433817
"Myzornis pyrrhoura","Fire-tailed Myzornis","Myzornis_pyrrhoura","Passeriformes","Incertae_Sedis_5",11.9,16.8564435973894
"Nannopsittaca dachilleae","Amazonian Parrotlet","Nannopsittaca_dachilleae","Psittaciformes","Psittacidae",41.5,12.6508655506613
"Nannopsittaca panychlora","Tepui Parrotlet","Nannopsittaca_panychlora","Psittaciformes","Psittacidae",44.1,17.1288269160837
"Nannopterum auritus","Double-crested Cormorant","Phalacrocorax_auritus","Pelecaniformes","Phalacrocoracidae",1806.49,68.7507037360687
"Nannopterum brasilianus","Neotropical Cormorant","Phalacrocorax_brasilianus","Pelecaniformes","Phalacrocoracidae",1239.29,63.2608206366934
"Nannopterum harrisi","Flightless Cormorant","Phalacrocorax_harrisi","Pelecaniformes","Phalacrocoracidae",3016.62,91.8313356567174
"Napothera epilepidota","Eyebrowed Wren-babbler","Napothera_epilepidota","Passeriformes","Timaliidae",16,14.8419934975915
"Nasica longirostris","Long-billed Woodcreeper","Nasica_longirostris","Passeriformes","Furnariidae",92,69.2382529714517
"Neafrapus boehmi","Böhm's Spinetail","Neafrapus_boehmi","Apodiformes","Apodidae",14.42,6.63570334110409
"Neafrapus cassini","Cassin's Spinetail","Neafrapus_cassini","Apodiformes","Apodidae",39.97,8.80440176956356
"Necrosyrtes monachus","Hooded Vulture","Necrosyrtes_monachus","Accipitriformes","Accipitridae",2043,63.2931338929366
"Nectarinia bocagii","Bocage's Sunbird","Nectarinia_bocagii","Passeriformes","Nectariniidae",14.8,24.3775152162649
"Nectarinia famosa","Malachite Sunbird","Nectarinia_famosa","Passeriformes","Nectariniidae",14.36,31.8373945060186
"Nectarinia johnstoni","Red-tufted Sunbird","Nectarinia_johnstoni","Passeriformes","Nectariniidae",15.16,32.1550557146017
"Nectarinia kilimensis","Bronze Sunbird","Nectarinia_kilimensis","Passeriformes","Nectariniidae",15.66,27.3095361057909
"Nectarinia purpureiventris","Purple-breasted Sunbird","Nectarinia_purpureiventris","Passeriformes","Nectariniidae",11.5,20.5345820646733
"Nectarinia tacazze","Tacazze Sunbird","Nectarinia_tacazze","Passeriformes","Nectariniidae",14.87,29.7281090974288
"Nemosia pileata","Hooded Tanager","Nemosia_pileata","Passeriformes","Thraupidae",16,13.2604185276292
"Nemosia rourei","Cherry-throated Tanager","Nemosia_rourei","Passeriformes","Thraupidae",16,8.84267126945779
"Neochen jubata","Orinoco Goose","Neochen_jubata","Anseriformes","Anatidae",1250,36.4716444530711
"Neochmia evangelinae","White-bellied Crimson Finch","Neochmia_phaeton","Passeriformes","Estrildidae",10,NA
"Neochmia modesta","Plum-headed Finch","Neochmia_modesta","Passeriformes","Estrildidae",12.74,10.5473384173121
"Neochmia ruficauda","Star Finch","Neochmia_ruficauda","Passeriformes","Estrildidae",11.13,10.8847075459547
"Neochmia temporalis","Red-browed Finch","Neochmia_temporalis","Passeriformes","Estrildidae",11.4,10.6267317898106
"Neocichla gutturalis","Babbling Starling","Neocichla_gutturalis","Passeriformes","Sturnidae",66.7,20.9372498862445
"Neocossyphus poensis","White-tailed Ant-thrush","Neocossyphus_poensis","Passeriformes","Turdidae",51.78,18.0540016052352
"Neocossyphus rufus","Red-tailed Ant-thrush","Neocossyphus_rufus","Passeriformes","Turdidae",65.9,19.1732616233991
"Neocrex colombiana","Colombian Crake","Neocrex_colombiana","Gruiformes","Rallidae",62.1,22.0277638902888
"Neocrex erythrops","Paint-billed Crake","Neocrex_erythrops","Gruiformes","Rallidae",58.3,20.6012657140945
"Neoctantes niger","Black Bushbird","Neoctantes_niger","Passeriformes","Thamnophilidae",32,19.592261931356
"Neodrepanis coruscans","Common Sunbird-Asity","Neodrepanis_coruscans","Passeriformes","Eurylaimidae",6.5,25.7066400231235
"Neodrepanis hypoxantha","Yellow-bellied Sunbird-asity","Neodrepanis_hypoxantha","Passeriformes","Eurylaimidae",7.1,21.8772936958781
"Neolalage banksiana","Buff-bellied Monarch","Neolalage_banksiana","Passeriformes","Monarchidae",16.79,16.8126017356273
"Neolestes torquatus","Black-collared Bulbul","Neolestes_torquatus","Passeriformes","Pycnonotidae",22.48,15.2214396203868
"Neomixis pallidior","Subdesert Jery","Neomixis_striatigula","Passeriformes","Cisticolidae",8.3,13.7946266230196
"Neomixis tenella","Common Jery","Neomixis_tenella","Passeriformes","Cisticolidae",6.88,12.2194266701918
"Neomixis viridis","Green Jery","Neomixis_viridis","Passeriformes","Cisticolidae",7,12.0471054126974
"Neomorphus geoffroyi","Rufous-vented Ground-cuckoo","Neomorphus_geoffroyi","Cuculiformes","Cuculidae",355.03,52.1379337707573
"Neomorphus pucheranii","Red-billed Ground-cuckoo","Neomorphus_pucheranii","Cuculiformes","Cuculidae",330,50.5199623072054
"Neomorphus radiolosus","Banded Ground-cuckoo","Neomorphus_radiolosus","Cuculiformes","Cuculidae",399,48.7929302458186
"Neomorphus rufipennis","Rufous-winged Ground-cuckoo","Neomorphus_rufipennis","Cuculiformes","Cuculidae",377.73,50.4421733089723
"Neopelma aurifrons","Wied's Tyrant-manakin","Neopelma_aurifrons","Passeriformes","Pipridae",14,11.2095489882864
"Neopelma chrysocephalum","Saffron-crested Tyrant-manakin","Neopelma_chrysocephalum","Passeriformes","Pipridae",15.5,15.3451723220386
"Neopelma chrysolophum","Serra do Mar Tyrant-manakin","Neopelma_chrysolophum","Passeriformes","Pipridae",16.02,11.5080764114857
"Neopelma pallescens","Pale-bellied Tyrant-manakin","Neopelma_pallescens","Passeriformes","Pipridae",18.2,14.1667529313639
"Neopelma sulphureiventer","Sulphur-bellied Tyrant-manakin","Neopelma_sulphureiventer","Passeriformes","Pipridae",15.7,14.3473085354641
"Neophedina cincta","Banded Martin","Riparia_cincta","Passeriformes","Hirundinidae",23.42,13.8103457658738
"Neophema chrysogaster","Orange-bellied Parrot","Neophema_chrysogaster","Psittaciformes","Psittacidae",45.9,13.2865566499066
"Neophema chrysostoma","Blue-winged Parrot","Neophema_chrysostoma","Psittaciformes","Psittacidae",46.1,13.8279353018124
"Neophema elegans","Elegant Parrot","Neophema_elegans","Psittaciformes","Psittacidae",43.4,13.555558543887
"Neophema petrophila","Rock Parrot","Neophema_petrophila","Psittaciformes","Psittacidae",53.2,13.3635711634867
"Neophema pulchella","Turquoise Parrot","Neophema_pulchella","Psittaciformes","Psittacidae",41.37,13.7568245011214
"Neophema splendida","Scarlet-chested Parrot","Neophema_splendida","Psittaciformes","Psittacidae",38.6,12.2463032165039
"Neophron percnopterus","Egyptian Vulture","Neophron_percnopterus","Accipitriformes","Accipitridae",2082,61.361859792484
"Neopipo cinnamomea","Cinnamon Manakin-tyrant","Neopipo_cinnamomea","Passeriformes","Tyrannidae",7.7,9.71940489427745
"Neopsephotus bourkii","Bourke's Parrot","Neopsephotus_bourkii","Psittaciformes","Psittacidae",44.4,13.2887772571295
"Neopsittacus musschenbroekii","Yellow-billed Lorikeet","Neopsittacus_musschenbroekii","Psittaciformes","Psittacidae",50.9,14.9440943158697
"Neopsittacus pullicauda","Orange-billed Lorikeet","Neopsittacus_pullicauda","Psittaciformes","Psittacidae",33.2,17.1041538619436
"Neosuthora davidiana","Short-tailed Parrotbill","Paradoxornis_davidianus","Passeriformes","Timaliidae",20.73,9.41014119016938
"Neothraupis fasciata","White-banded Tanager","Neothraupis_fasciata","Passeriformes","Thraupidae",26.8,18.3525731813479
"Neotis denhami","Denham's Bustard","Neotis_denhami","Otidiformes","Otididae",3970.2,92.7793520124629
"Neotis heuglinii","Heuglin's Bustard","Neotis_heuglinii","Otidiformes","Otididae",4098.78,73.5600290764589
"Neotis ludwigii","Ludwig's Bustard","Neotis_ludwigii","Otidiformes","Otididae",3260.94,63.6130928909406
"Neotis nuba","Nubian Bustard","Neotis_nuba","Otidiformes","Otididae",5440,54.8649536422454
"Neoxolmis rufiventris","Chocolate-vented Tyrant","Neoxolmis_rufiventris","Passeriformes","Tyrannidae",77,23.8742292511147
"Nephelomyias lintoni","Orange-banded Flycatcher","Myiophobus_lintoni","Passeriformes","Tyrannidae",9.8,15.5624122937171
"Nephelomyias ochraceiventris","Ochraceous-breasted Flycatcher","Myiophobus_ochraceiventris","Passeriformes","Tyrannidae",10.47,11.2193571908958
"Nephelomyias pulcher","Handsome Flycatcher","Myiophobus_pulcher","Passeriformes","Tyrannidae",9.5,12.0169538833667
"Nephelornis oneilli","Pardusco","Nephelornis_oneilli","Passeriformes","Thraupidae",16.14,13.2131262031384
"Nesasio solomonensis","Fearful Owl","Nesasio_solomonensis","Strigiformes","Strigidae",1155,45.4016632055903
"Nesillas brevicaudata","Grand Comoro Brush-warbler","Nesillas_brevicaudata","Passeriformes","Acrocephalidae",16.1,16.2203048770316
"Nesillas lantzii","Subdesert Brush-warbler","Nesillas_lantzii","Passeriformes","Acrocephalidae",19.68,14.972526664285
"Nesillas mariae","Moheli Brush-warbler","Nesillas_mariae","Passeriformes","Acrocephalidae",16,17.9443781812675
"Nesillas typica","Madagascar Brush-warbler","Nesillas_typica","Passeriformes","Acrocephalidae",19.68,15.3733545893524
"Nesocharis ansorgei","White-collared Oliveback","Nesocharis_ansorgei","Passeriformes","Estrildidae",8.4,10.2633514036424
"Nesocharis capistrata","Grey-headed Oliveback","Nesocharis_capistrata","Passeriformes","Estrildidae",11.6,10.9776846057195
"Nesocharis shelleyi","Shelley's Oliveback","Nesocharis_shelleyi","Passeriformes","Estrildidae",7.6,9.51705483818799
"Nesoctites micromegas","Antillean Piculet","Nesoctites_micromegas","Piciformes","Picidae",32.19,18.5740751711763
"Nesoenas mayeri","Pink Pigeon","Nesoenas_mayeri","Columbiformes","Columbidae",302.76,27.3432934655342
"Nesoenas picturatus","Madagascar Turtle-dove","Nesoenas_picturata","Columbiformes","Columbidae",176.79,20.2677515747193
"Nesofregetta fuliginosa","Polynesian Storm-petrel","Nesofregetta_fuliginosa","Procellariiformes","Hydrobatidae",70,22.3715933148451
"Nesophlox evelynae","Bahama Hummingbird","Calliphlox_evelynae","Apodiformes","Trochilidae",2.4,18.0677862323355
"Nesopsar nigerrimus","Jamaican Blackbird","Nesopsar_nigerrimus","Passeriformes","Icteridae",39,26.5163093072176
"Nesoptilotis flavicollis","Yellow-throated Honeyeater","Lichenostomus_flavicollis","Passeriformes","Meliphagidae",28.71,20.6747596253641
"Nesoptilotis leucotis","White-eared Honeyeater","Lichenostomus_leucotis","Passeriformes","Meliphagidae",23.86,19.5055523923282
"Nesospingus speculiferus","Puerto Rican Tanager","Nesospingus_speculiferus","Passeriformes","Thraupidae",35.2,20.9054916305002
"Nesospiza acunhae","Inaccessible Finch","Nesospiza_acunhae","Passeriformes","Thraupidae",28.54,14.7981202865951
"Nesospiza questi","Nightingale Finch","Nesospiza_questi","Passeriformes","Thraupidae",28.54,16.4030978206545
"Nesospiza wilkinsi","Wilkins's Finch","Nesospiza_wilkinsi","Passeriformes","Thraupidae",43.23,21.5958014463035
"Nesotriccus ridgwayi","Cocos Flycatcher","Nesotriccus_ridgwayi","Passeriformes","Tyrannidae",11,16.8597371013369
"Nestor meridionalis","New Zealand Kaka","Nestor_meridionalis","Psittaciformes","Nestoridae",428.01,55.3975519253926
"Nestor notabilis","Kea","Nestor_notabilis","Psittaciformes","Nestoridae",862.97,59.5596868569497
"Netta erythrophthalma","Southern Pochard","Netta_erythrophthalma","Anseriformes","Anatidae",780.38,44.2576058511157
"Netta peposaca","Rosy-billed Pochard","Netta_peposaca","Anseriformes","Anatidae",999.99,61.5358210868614
"Netta rufina","Red-crested Pochard","Netta_rufina","Anseriformes","Anatidae",1118,49.5026629867032
"Nettapus auritus","African Pygmy-goose","Nettapus_auritus","Anseriformes","Anatidae",266,28.3470264556557
"Nettapus coromandelianus","Cotton Pygmy-goose","Nettapus_coromandelianus","Anseriformes","Anatidae",391.33,26.7138045694174
"Nettapus pulchellus","Green Pygmy-goose","Nettapus_pulchellus","Anseriformes","Anatidae",306.98,27.4937969157174
"Newtonia amphichroa","Dark Newtonia","Newtonia_amphichroa","Passeriformes","Vangidae",12.3,14.1957842288446
"Newtonia archboldi","Archbold's Newtonia","Newtonia_archboldi","Passeriformes","Vangidae",7.8,12.4948664003517
"Newtonia brunneicauda","Common Newtonia","Newtonia_brunneicauda","Passeriformes","Vangidae",10.1,13.1108107401989
"Newtonia fanovanae","Red-tailed Newtonia","Newtonia_fanovanae","Passeriformes","Vangidae",12.7,14.1052510025445
"Nicator chloris","Western Nicator","Nicator_chloris","Passeriformes","Nicatoridae",46.1,21.6942137763184
"Nicator gularis","Eastern Nicator","Nicator_gularis","Passeriformes","Nicatoridae",45.58,23.5018510219567
"Nicator vireo","Yellow-throated Nicator","Nicator_vireo","Passeriformes","Nicatoridae",23.6,18.469150178507
"Nigrita bicolor","Chestnut-breasted Nigrita","Nigrita_bicolor","Passeriformes","Estrildidae",10.5,9.8478605070319
"Nigrita canicapillus","Grey-headed Nigrita","Nigrita_canicapillus","Passeriformes","Estrildidae",18.7,13.6354508389704
"Nigrita fusconotus","White-breasted Nigrita","Nigrita_fusconotus","Passeriformes","Estrildidae",9.1,10.9646954285307
"Nigrita luteifrons","Pale-fronted Nigrita","Nigrita_luteifrons","Passeriformes","Estrildidae",13.2,10.4606724570096
"Nilaus afer","Brubru","Nilaus_afer","Passeriformes","Malaconotidae",19.06,18.2205776337853
"Niltava davidi","Fujian Niltava","Niltava_davidi","Passeriformes","Muscicapidae",25.15,15.1992930030581
"Niltava grandis","Large Niltava","Niltava_grandis","Passeriformes","Muscicapidae",30.3,18.654739931095
"Niltava macgrigoriae","Small Niltava","Niltava_macgrigoriae","Passeriformes","Muscicapidae",11.95,11.2324226192012
"Niltava oatesi","Large Vivid Niltava","Niltava_vivida","Passeriformes","Muscicapidae",33,NA
"Niltava sumatrana","Rufous-vented Niltava","Niltava_sumatrana","Passeriformes","Muscicapidae",25.15,14.2492621547038
"Niltava sundara","Rufous-bellied Niltava","Niltava_sundara","Passeriformes","Muscicapidae",21.1,15.5491275966128
"Ninox affinis","Andaman Boobook","Ninox_affinis","Strigiformes","Strigidae",348.96,22.1850796043873
"Ninox boobook","Southern Boobook","Ninox_boobook","Strigiformes","Strigidae",282.19,26.1017589575145
"Ninox burhani","Togian Boobook","Ninox_burhani","Strigiformes","Strigidae",99,NA
"Ninox connivens","Barking Owl","Ninox_connivens","Strigiformes","Strigidae",577.99,34.0606079227012
"Ninox forbesi","Tanimbar Boobook","Ninox_squamipila","Strigiformes","Strigidae",210,25.7200451306999
"Ninox granti","Guadalcanal Boobook","Ninox_jacquinoti","Strigiformes","Strigidae",200.81,26.4413078194018
"Ninox ios","Cinnabar Boobook","Ninox_ios","Strigiformes","Strigidae",86,NA
"Ninox japonica","Northern Boobook","Ninox_scutulata","Strigiformes","Strigidae",191,21.8639007169753
"Ninox leucopsis","Tasmanian Boobook","Ninox_novaeseelandiae","Strigiformes","Strigidae",183.37,24.1295965852682
"Ninox leventisi","Camiguin Boobook","Ninox_philippensis","Strigiformes","Strigidae",127.89,NA
"Ninox meeki","Manus Boobook","Ninox_meeki","Strigiformes","Strigidae",209,26.9027491628192
"Ninox natalis","Christmas Boobook","Ninox_natalis","Strigiformes","Strigidae",184,26.4480401040521
"Ninox ochracea","Ochre-bellied Boobook","Ninox_ochracea","Strigiformes","Strigidae",348.96,23.1126624095719
"Ninox odiosa","New Britain Boobook","Ninox_odiosa","Strigiformes","Strigidae",209,24.6034311404452
"Ninox punctulata","Speckled Boobook","Ninox_punctulata","Strigiformes","Strigidae",151,25.262053794926
"Ninox rudolfi","Sumba Boobook","Ninox_rudolfi","Strigiformes","Strigidae",348.96,28.3971825700719
"Ninox rufa","Rufous Owl","Ninox_rufa","Strigiformes","Strigidae",931.67,38.7000061396547
"Ninox strenua","Powerful Owl","Ninox_strenua","Strigiformes","Strigidae",1345.97,48.4064077734221
"Ninox sumbaensis","Least Boobook","Ninox_sumbaensis","Strigiformes","Strigidae",90,NA
"Ninox theomacha","Jungle Boobook","Ninox_theomacha","Strigiformes","Strigidae",125,21.3365941646043
"Ninox variegata","Bismarck Boobook","Ninox_variegata","Strigiformes","Strigidae",348.96,26.1789376443252
"Nipponia nippon","Asian Crested Ibis","Nipponia_nippon","Pelecaniformes","Threskiornithidae",1900,168.614028604142
"Nisaetus alboniger","Blyth's Hawk-eagle","Nisaetus_alboniger","Accipitriformes","Accipitridae",829.99,47.7247283080593
"Nisaetus bartelsi","Javan Hawk-eagle","Nisaetus_bartelsi","Accipitriformes","Accipitridae",1391.37,42.360300236661
"Nisaetus cirrhatus","Changeable Hawk-eagle","Nisaetus_cirrhatus","Accipitriformes","Accipitridae",1475.12,49.5342629045285
"Nisaetus floris","Flores Hawk-eagle","Nisaetus_floris","Accipitriformes","Accipitridae",1475.12,41.7642935005482
"Nisaetus lanceolatus","Sulawesi Hawk-eagle","Nisaetus_lanceolatus","Accipitriformes","Accipitridae",1391.37,39.1385452047531
"Nisaetus nanus","Wallace's Hawk-eagle","Nisaetus_nanus","Accipitriformes","Accipitridae",557.76,44.1659742626881
"Nisaetus nipalensis","Mountain Hawk-eagle","Nisaetus_nipalensis","Accipitriformes","Accipitridae",3004.99,44.8793266892007
"Nisaetus philippensis","North Philippine Hawk-eagle","Nisaetus_philippensis","Accipitriformes","Accipitridae",1168,38.7616325918064
"Nok hualon","Bare-faced Bulbul","Pycnonotus_hualon","","",37,15.3202086879872
"Nomonyx dominicus","Masked Duck","Nomonyx_dominicus","Anseriformes","Anatidae",364.97,39.2320296467701
"Nonnula amaurocephala","Chestnut-headed Nunlet","Nonnula_amaurocephala","Piciformes","Bucconidae",15.49,26.3014490198344
"Nonnula brunnea","Brown Nunlet","Nonnula_brunnea","Piciformes","Bucconidae",14.5,21.9497292106021
"Nonnula frontalis","Grey-cheeked Nunlet","Nonnula_frontalis","Piciformes","Bucconidae",15.7,22.3593817838002
"Nonnula rubecula","Rusty-breasted Nunlet","Nonnula_rubecula","Piciformes","Bucconidae",18.4,21.3418225447182
"Nonnula ruficapilla","Rufous-capped Nunlet","Nonnula_ruficapilla","Piciformes","Bucconidae",22,25.0821094749086
"Nonnula sclateri","Fulvous-chinned Nunlet","Nonnula_sclateri","Piciformes","Bucconidae",15.96,26.0902467404027
"Northiella haematogaster","Bluebonnet","Northiella_haematogaster","Psittaciformes","Psittacidae",85.92,18.6495069309101
"Notharchus hyperrhynchus","White-necked Puffbird","Notharchus_hyperrhynchus","Piciformes","Bucconidae",95.89,50.4680044691451
"Notharchus macrorhynchos","Guianan Puffbird","Notharchus_macrorhynchos","Piciformes","Bucconidae",95.89,38.0847289993092
"Notharchus ordii","Brown-banded Puffbird","Notharchus_ordii","Piciformes","Bucconidae",52.8,31.9761212736554
"Notharchus pectoralis","Black-breasted Puffbird","Notharchus_pectoralis","Piciformes","Bucconidae",69.1,34.3994959527627
"Notharchus subtectus","Lesser Pied Puffbird","Notharchus_tectus","Piciformes","Bucconidae",26.8,23.3356992891673
"Notharchus swainsoni","Buff-bellied Puffbird","Notharchus_swainsoni","Piciformes","Bucconidae",60.72,34.7845991564225
"Nothocercus bonapartei","Highland Tinamou","Nothocercus_bonapartei","Tinamiformes","Tinamidae",763,37.1005368119944
"Nothocercus julius","Tawny-breasted Tinamou","Nothocercus_julius","Tinamiformes","Tinamidae",674.5,33.1234275295399
"Nothocercus nigrocapillus","Hooded Tinamou","Nothocercus_nigrocapillus","Tinamiformes","Tinamidae",586,35.3125791226345
"Nothocrax urumutum","Nocturnal Curassow","Nothocrax_urumutum","Galliformes","Cracidae",1700,42.7482169822324
"Nothoprocta cinerascens","Brushland Tinamou","Nothoprocta_cinerascens","Tinamiformes","Tinamidae",523.89,32.9942489173263
"Nothoprocta curvirostris","Curve-billed Tinamou","Nothoprocta_curvirostris","Tinamiformes","Tinamidae",376,29.2912996322382
"Nothoprocta ornata","Ornate Tinamou","Nothoprocta_ornata","Tinamiformes","Tinamidae",619.27,31.533921653945
"Nothoprocta pentlandii","Andean Tinamou","Nothoprocta_pentlandii","Tinamiformes","Tinamidae",300.73,27.3088972617238
"Nothoprocta perdicaria","Chilean Tinamou","Nothoprocta_perdicaria","Tinamiformes","Tinamidae",458,25.7483009488638
"Nothoprocta taczanowskii","Taczanowski's Tinamou","Nothoprocta_taczanowskii","Tinamiformes","Tinamidae",475.31,43.2861483457219
"Nothura boraquira","White-bellied Nothura","Nothura_boraquira","Tinamiformes","Tinamidae",283,21.7449201896018
"Nothura darwinii","Darwin's Nothura","Nothura_darwinii","Tinamiformes","Tinamidae",244.58,19.9364768843837
"Nothura maculosa","Spotted Nothura","Nothura_maculosa","Tinamiformes","Tinamidae",257.48,19.4308799384061
"Nothura minor","Lesser Nothura","Nothura_minor","Tinamiformes","Tinamidae",165.8,19.3668569928035
"Notiomystis cincta","Stitchbird","Notiomystis_cincta","Passeriformes","Notiomystidae",93.37,20.1339016858023
"Notopholia corusca","Black-bellied Starling","Lamprotornis_corruscus","Passeriformes","Sturnidae",56.07,22.0166428556823
"Nucifraga caryocatactes","Northern Nutcracker","Nucifraga_caryocatactes","Passeriformes","Corvidae",182.51,49.6377964181865
"Nucifraga columbiana","Clark's Nutcracker","Nucifraga_columbiana","Passeriformes","Corvidae",129.81,44.2493404124638
"Numenius americanus","Long-billed Curlew","Numenius_americanus","Charadriiformes","Scolopacidae",583.86,163.333975400683
"Numenius arquata","Eurasian Curlew","Numenius_arquata","Charadriiformes","Scolopacidae",802.99,145.1409951319
"Numenius borealis","Eskimo Curlew","Numenius_borealis","Charadriiformes","Scolopacidae",350.11,57.062526178034
"Numenius madagascariensis","Far Eastern Curlew","Numenius_madagascariensis","Charadriiformes","Scolopacidae",792,183.904842254661
"Numenius minutus","Little Curlew","Numenius_minutus","Charadriiformes","Scolopacidae",173,46.4287042925749
"Numenius phaeopus","Whimbrel","Numenius_phaeopus","Charadriiformes","Scolopacidae",364.57,92.0224253385941
"Numenius tahitiensis","Bristle-thighed Curlew","Numenius_tahitiensis","Charadriiformes","Scolopacidae",400.08,96.9505167381838
"Numenius tenuirostris","Slender-billed Curlew","Numenius_tenuirostris","Charadriiformes","Scolopacidae",308,85.7763543850035
"Numida meleagris","Helmeted Guineafowl","Numida_meleagris","Galliformes","Numididae",1299,26.3261943593435
"Nyctanassa violacea","Yellow-crowned Night-heron","Nyctanassa_violacea","Pelecaniformes","Ardeidae",681.67,76.5666990849488
"Nyctibius aethereus","Long-tailed Potoo","Nyctibius_aethereus","Caprimulgiformes","Nyctibiidae",440.45,32.841321225727
"Nyctibius grandis","Great Potoo","Nyctibius_grandis","Caprimulgiformes","Nyctibiidae",547,44.8443531183153
"Nyctibius griseus","Common Potoo","Nyctibius_griseus","Caprimulgiformes","Nyctibiidae",172.04,27.9071934769357
"Nyctibius jamaicensis","Northern Potoo","Nyctibius_jamaicensis","Caprimulgiformes","Nyctibiidae",266.04,26.117710516043
"Nyctibius leucopterus","White-winged Potoo","Nyctibius_leucopterus","Caprimulgiformes","Nyctibiidae",86.4,19.1937816840131
"Nyctibius maculosus","Andean Potoo","Nyctibius_maculosus","Caprimulgiformes","Nyctibiidae",170.29,25.4552667018957
"Nycticorax caledonicus","Rufous Night-heron","Nycticorax_caledonicus","Pelecaniformes","Ardeidae",856,82.3001643270888
"Nycticorax nycticorax","Black-crowned Night-heron","Nycticorax_nycticorax","Pelecaniformes","Ardeidae",810,80.33257588882
"Nycticryphes semicollaris","South American Painted-snipe","Rostratula_semicollaris","Charadriiformes","Rostratulidae",76.6,42.4493901058938
"Nyctidromus albicollis","Pauraque","Nyctidromus_albicollis","Caprimulgiformes","Caprimulgidae",57.84,14.2566902889557
"Nyctidromus anthonyi","Scrub Nightjar","Caprimulgus_anthonyi","Caprimulgiformes","Caprimulgidae",35.89,14.899115277594
"Nyctiphrynus mcleodii","Eared Poorwill","Nyctiphrynus_mcleodii","Caprimulgiformes","Caprimulgidae",35,16.6638669219799
"Nyctiphrynus ocellatus","Ocellated Poorwill","Nyctiphrynus_ocellatus","Caprimulgiformes","Caprimulgidae",39.6,14.0492303590516
"Nyctiphrynus rosenbergi","Choco Poorwill","Nyctiphrynus_rosenbergi","Caprimulgiformes","Caprimulgidae",52,13.9569399141707
"Nyctiphrynus yucatanicus","Yucatan Poorwill","Nyctiphrynus_yucatanicus","Caprimulgiformes","Caprimulgidae",24.5,16.0377463915812
"Nyctipolus hirundinaceus","Pygmy Nightjar","Caprimulgus_hirundinaceus","Caprimulgiformes","Caprimulgidae",57.51,11.0446246516518
"Nyctipolus nigrescens","Blackish Nightjar","Caprimulgus_nigrescens","Caprimulgiformes","Caprimulgidae",35.7,17.3580182608217
"Nyctiprogne leucopyga","Band-tailed Nighthawk","Nyctiprogne_leucopyga","Caprimulgiformes","Caprimulgidae",27.3,10.5199450936634
"Nyctiprogne vielliardi","Bahian Nighthawk","Nyctiprogne_vielliardi","Caprimulgiformes","Caprimulgidae",41,7.97790163932368
"Nyctyornis amictus","Red-bearded Bee-eater","Nyctyornis_amictus","Coraciiformes","Meropidae",71.89,46.884710927261
"Nyctyornis athertoni","Blue-bearded Bee-eater","Nyctyornis_athertoni","Coraciiformes","Meropidae",84.23,47.8489367197772
"Nymphicus hollandicus","Cockatiel","Nymphicus_hollandicus","Psittaciformes","Cacatuidae",94.61,17.5823759545246
"Nystactes noanamae","Sooty-capped Puffbird","Bucco_noanamae","Piciformes","Bucconidae",37.63,32.3242338091601
"Nystactes tamatia","Spotted Puffbird","Bucco_tamatia","Piciformes","Bucconidae",35.5,29.3354273792356
"Nystalus chacuru","White-eared Puffbird","Nystalus_chacuru","Piciformes","Bucconidae",52.3,32.2969444380421
"Nystalus maculatus","Spot-backed Puffbird","Nystalus_maculatus","Piciformes","Bucconidae",42,34.4522523299845
"Nystalus radiatus","Barred Puffbird","Nystalus_radiatus","Piciformes","Bucconidae",61,31.0754756563045
"Nystalus striolatus","Striolated Puffbird","Nystalus_striolatus","Piciformes","Bucconidae",47,31.4555247370787
"Oceanites gracilis","White-vented Storm-petrel","Oceanites_gracilis","Procellariiformes","Hydrobatidae",16.7,13.6466071228608
"Oceanites oceanicus","Wilson's Storm-petrel","Oceanites_oceanicus","Procellariiformes","Hydrobatidae",30.41,16.0406535137836
"Ochetorhynchus andaecola","Rock Earthcreeper","Ochetorhynchus_andaecola","Passeriformes","Furnariidae",30.85,27.9077328666152
"Ochetorhynchus melanurus","Crag Earthcreeper","Ochetorhynchus_melanura","Passeriformes","Furnariidae",40,26.0852779235225
"Ochetorhynchus phoenicurus","Band-tailed Earthcreeper","Ochetorhynchus_phoenicurus","Passeriformes","Furnariidae",30.16,22.6725021936465
"Ochetorhynchus ruficaudus","Straight-billed Earthcreeper","Ochetorhynchus_ruficaudus","Passeriformes","Furnariidae",36.3,28.8987744222302
